epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
91,5621.78,1.61976,1.18999,0.96086,0.59864,0.46975,0.50615,0.33893,1.63938,1.24444,0.98243,0.000206998,0.000206998,0.000206998
92,5682.71,1.62561,1.17985,0.96398,0.55658,0.48554,0.50776,0.34377,1.6467,1.25956,0.98464,0.00020122,0.00020122,0.00020122
93,5743.64,1.6337,1.18478,0.96423,0.61332,0.45636,0.50431,0.34405,1.63635,1.24656,0.98664,0.000195485,0.000195485,0.000195485
94,5803.74,1.64907,1.20339,0.95496,0.59757,0.48693,0.52516,0.3606,1.6274,1.23436,0.98147,0.000189794,0.000189794,0.000189794
95,5863.22,1.64957,1.19024,0.96346,0.53746,0.50617,0.5183,0.35534,1.63843,1.25061,0.98523,0.00018415,0.00018415,0.00018415
96,5924.02,1.63756,1.18408,0.96102,0.57559,0.49719,0.52785,0.36237,1.63778,1.23978,0.98287,0.000178555,0.000178555,0.000178555
97,5984.66,1.62024,1.18122,0.95635,0.61585,0.49158,0.52482,0.3607,1.63608,1.24987,0.98224,0.000173013,0.000173013,0.000173013
98,6044.98,1.64643,1.18649,0.96259,0.63081,0.49339,0.54088,0.36903,1.65402,1.23881,0.98594,0.000167524,0.000167524,0.000167524
99,6105.02,1.62014,1.18076,0.95119,0.5873,0.50999,0.5329,0.36456,1.6265,1.23272,0.98318,0.000162093,0.000162093,0.000162093
100,6164.86,1.64006,1.19002,0.95957,0.59032,0.49892,0.53605,0.36556,1.61291,1.22303,0.97803,0.000156721,0.000156721,0.000156721
101,6224.09,1.61095,1.17031,0.95938,0.59162,0.49855,0.5374,0.36406,1.61743,1.22341,0.97868,0.00015141,0.00015141,0.00015141
102,6283.99,1.60868,1.15562,0.95473,0.61429,0.51038,0.54409,0.37257,1.60332,1.20288,0.97366,0.000146163,0.000146163,0.000146163
103,6344.12,1.61095,1.15153,0.95767,0.60465,0.50502,0.53671,0.36731,1.60737,1.21567,0.97377,0.000140982,0.000140982,0.000140982
104,6402.81,1.61239,1.15768,0.95555,0.60332,0.49547,0.53574,0.36593,1.6148,1.20971,0.97698,0.00013587,0.00013587,0.00013587
105,6462.9,1.61352,1.16194,0.9521,0.553,0.53548,0.54202,0.36896,1.63006,1.20709,0.97682,0.000130828,0.000130828,0.000130828
106,6521.1,1.58932,1.14989,0.95455,0.54803,0.53145,0.54537,0.37025,1.6343,1.22875,0.9812,0.000125859,0.000125859,0.000125859
107,6581.42,1.60356,1.14254,0.95015,0.64426,0.49009,0.5462,0.37709,1.60049,1.19536,0.9753,0.000120965,0.000120965,0.000120965
108,6641.68,1.60736,1.16825,0.95178,0.62887,0.50284,0.54136,0.37543,1.6131,1.22072,0.97756,0.000116149,0.000116149,0.000116149
109,6701.74,1.58204,1.12341,0.94789,0.61684,0.49847,0.54324,0.37103,1.60378,1.21555,0.97629,0.000111411,0.000111411,0.000111411
110,6761.51,1.58248,1.14473,0.95551,0.57951,0.53059,0.54169,0.37064,1.62153,1.21141,0.97823,0.000106755,0.000106755,0.000106755
111,6822.1,1.60357,1.12087,0.94803,0.59548,0.51504,0.55314,0.37962,1.59468,1.21785,0.97468,0.000102183,0.000102183,0.000102183
112,6881.96,1.58919,1.1265,0.94955,0.5714,0.53031,0.55182,0.37927,1.59364,1.19189,0.97363,9.76957e-05,9.76957e-05,9.76957e-05
113,6942.34,1.58408,1.12542,0.94648,0.57238,0.52922,0.55206,0.37919,1.61606,1.195,0.97626,9.3296e-05,9.3296e-05,9.3296e-05
114,7002.21,1.59587,1.14163,0.94947,0.59565,0.53118,0.55467,0.3838,1.60071,1.19565,0.97447,8.89856e-05,8.89856e-05,8.89856e-05
115,7062.5,1.57124,1.11036,0.94972,0.61411,0.52992,0.55619,0.38116,1.62109,1.20871,0.97741,8.47664e-05,8.47664e-05,8.47664e-05
116,7122.69,1.5771,1.12765,0.94548,0.62815,0.52174,0.5614,0.38628,1.59468,1.18737,0.97353,8.06403e-05,8.06403e-05,8.06403e-05
117,7181.69,1.60885,1.15829,0.95059,0.60087,0.52326,0.55066,0.3805,1.58902,1.18521,0.97263,7.6609e-05,7.6609e-05,7.6609e-05
118,7241.63,1.58799,1.12732,0.94815,0.64644,0.50512,0.56412,0.38854,1.58924,1.17263,0.97261,7.26744e-05,7.26744e-05,7.26744e-05
119,7300.44,1.5871,1.10928,0.94964,0.62713,0.50526,0.55535,0.38526,1.60413,1.19406,0.97395,6.88382e-05,6.88382e-05,6.88382e-05
120,7360.31,1.58969,1.1559,0.94524,0.6183,0.51554,0.55377,0.38604,1.58043,1.18236,0.96725,6.5102e-05,6.5102e-05,6.5102e-05
121,7419.59,1.56973,1.10682,0.94852,0.58798,0.53914,0.55241,0.38431,1.5933,1.18356,0.97163,6.14675e-05,6.14675e-05,6.14675e-05
122,7479.39,1.59056,1.11052,0.9478,0.61953,0.52029,0.55926,0.38549,1.59755,1.17821,0.97215,5.79363e-05,5.79363e-05,5.79363e-05
123,7539,1.56721,1.10941,0.94367,0.62258,0.51652,0.56502,0.39054,1.59098,1.1765,0.97261,5.45099e-05,5.45099e-05,5.45099e-05
124,7597.8,1.5632,1.12225,0.9425,0.5854,0.55682,0.57648,0.39684,1.58755,1.16141,0.97076,5.11899e-05,5.11899e-05,5.11899e-05
125,7656.52,1.57021,1.10429,0.94575,0.61607,0.5202,0.54983,0.37941,1.59326,1.18067,0.96973,4.79777e-05,4.79777e-05,4.79777e-05
126,7715.93,1.56527,1.10239,0.94628,0.6297,0.53393,0.56963,0.3964,1.58929,1.16384,0.97078,4.48746e-05,4.48746e-05,4.48746e-05
127,7774.95,1.57859,1.10567,0.94945,0.65762,0.52301,0.56995,0.39264,1.5913,1.16803,0.97039,4.18822e-05,4.18822e-05,4.18822e-05
128,7834.73,1.57207,1.10399,0.94594,0.64264,0.52331,0.56356,0.3898,1.59135,1.17733,0.97107,3.90016e-05,3.90016e-05,3.90016e-05
129,7894.23,1.57426,1.11483,0.94094,0.6249,0.53834,0.57596,0.40179,1.58327,1.15998,0.96951,3.62341e-05,3.62341e-05,3.62341e-05
130,7956.33,1.5779,1.10474,0.94418,0.63649,0.5306,0.57044,0.39601,1.58045,1.16916,0.96817,3.3581e-05,3.3581e-05,3.3581e-05
131,8018.44,1.54808,1.10047,0.9415,0.64154,0.54099,0.57513,0.39787,1.59594,1.16882,0.97162,3.10435e-05,3.10435e-05,3.10435e-05
132,8082.14,1.55899,1.09507,0.94501,0.64006,0.53052,0.57033,0.39607,1.58714,1.17518,0.96943,2.86225e-05,2.86225e-05,2.86225e-05
133,8145.48,1.56844,1.10157,0.94338,0.62284,0.54199,0.57132,0.39334,1.59327,1.16542,0.97081,2.63193e-05,2.63193e-05,2.63193e-05
134,8208.28,1.55557,1.09628,0.94497,0.59931,0.55594,0.57814,0.40048,1.59171,1.15486,0.97058,2.41347e-05,2.41347e-05,2.41347e-05
135,8270.93,1.57244,1.09945,0.9341,0.62128,0.53866,0.57189,0.39852,1.57547,1.1655,0.96716,2.20698e-05,2.20698e-05,2.20698e-05
136,8332.72,1.56796,1.09352,0.94263,0.59716,0.53109,0.56059,0.38937,1.5822,1.17367,0.96844,2.01255e-05,2.01255e-05,2.01255e-05
137,8394.18,1.55733,1.09588,0.94403,0.62973,0.52767,0.57321,0.39859,1.58429,1.16284,0.96767,1.83026e-05,1.83026e-05,1.83026e-05
138,8455.64,1.56078,1.09878,0.94171,0.64663,0.52316,0.57453,0.39838,1.58466,1.1606,0.97012,1.66019e-05,1.66019e-05,1.66019e-05
139,8516.56,1.55003,1.08942,0.94461,0.64262,0.53089,0.57596,0.39955,1.58214,1.15744,0.96863,1.50242e-05,1.50242e-05,1.50242e-05
140,8579.33,1.56213,1.09029,0.94241,0.61761,0.54266,0.57017,0.39302,1.59284,1.16672,0.97056,1.35701e-05,1.35701e-05,1.35701e-05
141,8649.09,1.63809,1.12191,0.92844,0.62452,0.489,0.54789,0.37846,1.6109,1.21549,0.97646,1.22404e-05,1.22404e-05,1.22404e-05
142,8710.57,1.65623,1.13825,0.92835,0.59659,0.52818,0.56052,0.38873,1.60371,1.19663,0.97369,1.10355e-05,1.10355e-05,1.10355e-05
143,8771.64,1.62742,1.11705,0.92425,0.60973,0.51954,0.55481,0.38563,1.60775,1.20414,0.97482,9.95599e-06,9.95599e-06,9.95599e-06
144,8831.79,1.61069,1.10517,0.92691,0.56615,0.54231,0.55209,0.3853,1.59605,1.20643,0.97315,9.00239e-06,9.00239e-06,9.00239e-06
145,8891.52,1.62838,1.10701,0.92696,0.58286,0.52901,0.55268,0.38612,1.59536,1.19351,0.97221,8.1751e-06,8.1751e-06,8.1751e-06
146,8967.42,1.60639,1.09812,0.9274,0.62908,0.50714,0.54984,0.38332,1.59275,1.20439,0.97221,7.47446e-06,7.47446e-06,7.47446e-06
147,9041.27,1.63706,1.10607,0.92439,0.57971,0.52835,0.54935,0.38465,1.58603,1.19251,0.96983,6.90079e-06,6.90079e-06,6.90079e-06
148,9128.11,1.62214,1.09991,0.92455,0.59852,0.5283,0.55215,0.38583,1.59063,1.19183,0.97113,6.45434e-06,6.45434e-06,6.45434e-06
149,9205.1,1.62152,1.09512,0.92297,0.55816,0.54286,0.55476,0.38599,1.59519,1.19439,0.97227,6.13531e-06,6.13531e-06,6.13531e-06
150,9263.48,1.61,1.10075,0.92181,0.5793,0.53085,0.55466,0.38764,1.58956,1.19271,0.97081,5.94383e-06,5.94383e-06,5.94383e-06
